order_id,user_id,product_id,product_name,category_id,category_name,quantity,price,created_at,channel
O000008,U000297,P000048,轻氧宠物用品升级版,C08,宠物用品,1,142.00,2026-01-01 18:43:00,search
O000008,U000297,P000099,云感服饰日常款,C03,服饰,1,230.00,2026-01-01 18:43:00,search
O000009,U000334,P000090,轻氧旅行用品套装,C10,旅行用品,1,170.00,2026-01-01 16:55:00,douyin
O000009,U000334,P000171,云感生鲜旗舰款,C09,生鲜,1,30.00,2026-01-01 16:55:00,douyin
O000009,U000334,P000099,云感服饰日常款,C03,服饰,2,230.00,2026-01-01 16:55:00,douyin
O000009,U000334,P000042,轻氧美妆个护便携装,C01,美妆个护,1,69.00,2026-01-01 16:55:00,douyin
O000010,U000371,P000025,悦活宠物用品套装,C08,宠物用品,2,105.00,2026-01-01 20:35:00,jd
O000011,U000408,P000039,云感生鲜日常款,C09,生鲜,1,109.00,2026-01-01 23:12:00,douyin
O000012,U000445,P000161,轻盈家居日用旗舰款,C04,家居日用,2,160.00,2026-01-02 15:20:00,jd
O000013,U000482,P000088,原野家居日用升级版,C04,家居日用,1,89.00,2026-01-02 13:19:00,taobao
O000013,U000482,P000088,原野家居日用升级版,C04,家居日用,2,89.00,2026-01-02 13:19:00,taobao
O000013,U000482,P000120,轻氧宠物用品套装,C08,宠物用品,3,58.00,2026-01-02 13:19:00,taobao
O000014,U000519,P000151,悦活美妆个护旗舰款,C01,美妆个护,1,38.00,2026-01-02 17:33:00,taobao
O000014,U000519,P000159,云感旅行用品日常款,C10,旅行用品,1,514.00,2026-01-02 17:33:00,taobao
O000014,U000519,P000091,悦活母婴用品旗舰款,C06,母婴用品,1,87.00,2026-01-02 17:33:00,taobao
O000014,U000519,P000022,原野母婴用品便携装,C06,母婴用品,2,190.00,2026-01-02 17:33:00,taobao
O000015,U000556,P000119,轻盈宠物用品日常款,C08,宠物用品,4,99.00,2026-01-02 13:09:00,taobao
O000015,U000556,P000151,悦活美妆个护旗舰款,C01,美妆个护,3,38.00,2026-01-02 13:09:00,taobao
O000015,U000556,P000035,轻盈家居日用套装,C04,家居日用,1,116.00,2026-01-02 13:09:00,taobao
O000016,U000593,P000033,云感美妆个护升级版,C01,美妆个护,1,88.00,2026-01-02 08:17:00,douyin
O000017,U000630,P000107,轻盈运动户外便携装,C07,运动户外,1,176.00,2026-01-02 23:36:00,douyin
O000017,U000630,P000118,原野美妆个护升级版,C01,美妆个护,1,133.00,2026-01-02 23:36:00,douyin
O000017,U000630,P000117,云感食品饮料便携装,C02,食品饮料,1,54.00,2026-01-02 23:36:00,douyin
O000018,U000667,P000050,臻选生鲜套装,C09,生鲜,1,108.00,2026-01-02 19:52:00,douyin
O000018,U000667,P000060,轻氧数码配件套装,C05,数码配件,1,269.00,2026-01-02 19:52:00,douyin
O000018,U000667,P000031,悦活运动户外旗舰款,C07,运动户外,1,98.00,2026-01-02 19:52:00,douyin
O000019,U000704,P000066,轻氧母婴用品旗舰款,C06,母婴用品,1,76.00,2026-01-02 21:45:00,jd
O000019,U000704,P000107,轻盈运动户外便携装,C07,运动户外,4,176.00,2026-01-02 21:45:00,jd
O000019,U000704,P000084,轻氧服饰日常款,C03,服饰,1,130.00,2026-01-02 21:45:00,jd
O000019,U000704,P000144,轻氧美妆个护日常款,C01,美妆个护,1,118.00,2026-01-02 21:45:00,jd
O000020,U000741,P000013,悦活食品饮料升级版,C02,食品饮料,1,91.00,2026-01-02 08:59:00,offline
O000020,U000741,P000118,原野美妆个护升级版,C01,美妆个护,1,133.00,2026-01-02 08:59:00,offline
O000020,U000741,P000086,臻选数码配件旗舰款,C05,数码配件,1,150.00,2026-01-02 08:59:00,offline
O000021,U000778,P000120,轻氧宠物用品套装,C08,宠物用品,1,58.00,2026-01-02 12:46:00,wechat
O000022,U000815,P000112,原野生鲜便携装,C09,生鲜,1,113.00,2026-01-02 08:07:00,jd
O000022,U000815,P000010,原野旅行用品套装,C10,旅行用品,3,302.00,2026-01-02 08:07:00,jd
O000022,U000815,P000137,轻盈数码配件便携装,C05,数码配件,1,216.00,2026-01-02 08:07:00,jd
O000023,U000852,P000132,轻氧家居日用便携装,C04,家居日用,1,91.00,2026-01-03 12:52:00,wechat
O000023,U000852,P000003,云感生鲜升级版,C09,生鲜,1,73.00,2026-01-03 12:52:00,wechat
O000023,U000852,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-01-03 12:52:00,wechat
O000024,U000889,P000129,云感服饰日常款,C03,服饰,1,307.00,2026-01-03 18:14:00,wechat
O000024,U000889,P000054,轻氧美妆个护日常款,C01,美妆个护,1,138.00,2026-01-03 18:14:00,wechat
O000024,U000889,P000140,臻选食品饮料套装,C02,食品饮料,1,71.00,2026-01-03 18:14:00,wechat
O000025,U000026,P000089,轻盈美妆个护日常款,C01,美妆个护,1,69.00,2026-01-03 09:44:00,offline
O000025,U000026,P000113,轻盈旅行用品升级版,C10,旅行用品,1,483.00,2026-01-03 09:44:00,offline
O000025,U000026,P000138,轻氧数码配件升级版,C05,数码配件,1,150.00,2026-01-03 09:44:00,offline
O000026,U000063,P000159,云感旅行用品日常款,C10,旅行用品,1,514.00,2026-01-03 18:16:00,search
O000026,U000063,P000154,原野生鲜日常款,C09,生鲜,4,103.00,2026-01-03 18:16:00,search
O000027,U000100,P000064,原野宠物用品日常款,C08,宠物用品,1,140.00,2026-01-03 18:33:00,offline
O000028,U000137,P000011,轻盈旅行用品旗舰款,C10,旅行用品,1,224.00,2026-01-03 18:48:00,douyin
O000029,U000174,P000039,云感生鲜日常款,C09,生鲜,1,109.00,2026-01-03 09:05:00,search
O000029,U000174,P000114,轻氧母婴用品日常款,C06,母婴用品,1,142.00,2026-01-03 09:05:00,search
O000029,U000174,P000025,悦活宠物用品套装,C08,宠物用品,1,105.00,2026-01-03 09:05:00,search
O000030,U000211,P000093,云感生鲜升级版,C09,生鲜,4,39.00,2026-01-03 20:51:00,wechat
O000031,U000248,P000154,原野生鲜日常款,C09,生鲜,1,103.00,2026-01-03 23:09:00,offline
O000031,U000248,P000104,臻选旅行用品日常款,C10,旅行用品,4,352.00,2026-01-03 23:09:00,offline
O000031,U000248,P000080,臻选家居日用套装,C04,家居日用,1,148.00,2026-01-03 23:09:00,offline
O000032,U000285,P000075,云感母婴用品套装,C06,母婴用品,1,82.00,2026-01-03 12:27:00,offline
O000032,U000285,P000144,轻氧美妆个护日常款,C01,美妆个护,1,118.00,2026-01-03 12:27:00,offline
O000032,U000285,P000014,臻选食品饮料日常款,C02,食品饮料,1,60.00,2026-01-03 12:27:00,offline
O000032,U000285,P000123,云感宠物用品升级版,C08,宠物用品,4,83.00,2026-01-03 12:27:00,offline
O000033,U000322,P000102,轻氧母婴用品便携装,C06,母婴用品,4,104.00,2026-01-03 14:36:00,jd
O000033,U000322,P000053,轻盈服饰升级版,C03,服饰,1,262.00,2026-01-03 14:36:00,jd
O000034,U000359,P000025,悦活宠物用品套装,C08,宠物用品,1,105.00,2026-01-04 08:37:00,jd
O000034,U000359,P000108,轻氧母婴用品升级版,C06,母婴用品,1,86.00,2026-01-04 08:37:00,jd
O000034,U000359,P000064,原野宠物用品日常款,C08,宠物用品,4,140.00,2026-01-04 08:37:00,jd
O000034,U000359,P000045,云感食品饮料套装,C02,食品饮料,4,67.00,2026-01-04 08:37:00,jd
O000035,U000396,P000025,悦活宠物用品套装,C08,宠物用品,1,105.00,2026-01-04 23:14:00,douyin
O000035,U000396,P000069,云感运动户外日常款,C07,运动户外,1,268.00,2026-01-04 23:14:00,douyin
O000036,U000433,P000165,云感生鲜套装,C09,生鲜,1,43.00,2026-01-04 20:30:00,douyin
O000036,U000433,P000008,臻选美妆个护升级版,C01,美妆个护,2,69.00,2026-01-04 20:30:00,douyin
O000037,U000470,P000139,悦活运动户外日常款,C07,运动户外,1,358.00,2026-01-04 18:30:00,douyin
O000037,U000470,P000117,云感食品饮料便携装,C02,食品饮料,1,54.00,2026-01-04 18:30:00,douyin
O000038,U000507,P000048,轻氧宠物用品升级版,C08,宠物用品,1,142.00,2026-01-04 19:15:00,jd
O000038,U000507,P000005,轻盈数码配件套装,C05,数码配件,1,256.00,2026-01-04 19:15:00,jd
O000038,U000507,P000059,轻盈美妆个护日常款,C01,美妆个护,3,52.00,2026-01-04 19:15:00,jd
O000039,U000544,P000160,原野旅行用品套装,C10,旅行用品,1,231.00,2026-01-04 14:40:00,taobao
O000039,U000544,P000117,云感食品饮料便携装,C02,食品饮料,2,54.00,2026-01-04 14:40:00,taobao
O000039,U000544,P000090,轻氧旅行用品套装,C10,旅行用品,1,170.00,2026-01-04 14:40:00,taobao
O000039,U000544,P000093,云感生鲜升级版,C09,生鲜,1,39.00,2026-01-04 14:40:00,taobao
O000040,U000581,P000074,臻选美妆个护日常款,C01,美妆个护,1,71.00,2026-01-04 23:54:00,taobao
O000040,U000581,P000156,轻氧母婴用品旗舰款,C06,母婴用品,1,153.00,2026-01-04 23:54:00,taobao
O000040,U000581,P000100,原野运动户外套装,C07,运动户外,1,235.00,2026-01-04 23:54:00,taobao
O000041,U000618,P000030,轻氧家居日用套装,C04,家居日用,1,106.00,2026-01-04 11:49:00,wechat
O000041,U000618,P000085,悦活家居日用套装,C04,家居日用,1,70.00,2026-01-04 11:49:00,wechat
O000041,U000618,P000099,云感服饰日常款,C03,服饰,4,230.00,2026-01-04 11:49:00,wechat
O000042,U000655,P000166,原野服饰旗舰款,C03,服饰,1,378.00,2026-01-04 19:15:00,jd
O000042,U000655,P000016,原野运动户外旗舰款,C07,运动户外,1,164.00,2026-01-04 19:15:00,jd
O000042,U000655,P000097,悦活母婴用品便携装,C06,母婴用品,1,123.00,2026-01-04 19:15:00,jd
O000042,U000655,P000145,悦活宠物用品套装,C08,宠物用品,1,42.00,2026-01-04 19:15:00,jd
O000043,U000692,P000066,轻氧母婴用品旗舰款,C06,母婴用品,1,76.00,2026-01-04 17:40:00,search
O000043,U000692,P000037,悦活运动户外便携装,C07,运动户外,1,152.00,2026-01-04 17:40:00,search
O000044,U000729,P000070,原野宠物用品套装,C08,宠物用品,1,147.00,2026-01-04 15:06:00,search
O000044,U000729,P000156,轻氧母婴用品旗舰款,C06,母婴用品,1,153.00,2026-01-04 15:06:00,search
O000044,U000729,P000007,悦活服饰便携装,C03,服饰,1,344.00,2026-01-04 15:06:00,search
O000045,U000766,P000060,轻氧数码配件套装,C05,数码配件,1,269.00,2026-01-05 17:30:00,taobao
O000045,U000766,P000147,云感数码配件便携装,C05,数码配件,1,281.00,2026-01-05 17:30:00,taobao
O000046,U000803,P000020,臻选数码配件套装,C05,数码配件,1,252.00,2026-01-05 17:13:00,wechat
O000046,U000803,P000070,原野宠物用品套装,C08,宠物用品,1,147.00,2026-01-05 17:13:00,wechat
O000046,U000803,P000007,悦活服饰便携装,C03,服饰,1,344.00,2026-01-05 17:13:00,wechat
O000047,U000840,P000163,悦活生鲜升级版,C09,生鲜,1,69.00,2026-01-05 22:51:00,taobao
O000047,U000840,P000016,原野运动户外旗舰款,C07,运动户外,4,164.00,2026-01-05 22:51:00,taobao
O000047,U000840,P000072,轻氧美妆个护便携装,C01,美妆个护,1,122.00,2026-01-05 22:51:00,taobao
O000047,U000840,P000160,原野旅行用品套装,C10,旅行用品,1,231.00,2026-01-05 22:51:00,taobao
O000048,U000877,P000010,原野旅行用品套装,C10,旅行用品,1,302.00,2026-01-05 08:51:00,jd
O000048,U000877,P000170,臻选生鲜套装,C09,生鲜,1,77.00,2026-01-05 08:51:00,jd
O000049,U000014,P000046,原野食品饮料旗舰款,C02,食品饮料,1,69.00,2026-01-05 10:45:00,taobao
O000049,U000014,P000117,云感食品饮料便携装,C02,食品饮料,1,54.00,2026-01-05 10:45:00,taobao
O000049,U000014,P000139,悦活运动户外日常款,C07,运动户外,1,358.00,2026-01-05 10:45:00,taobao
O000049,U000014,P000102,轻氧母婴用品便携装,C06,母婴用品,1,104.00,2026-01-05 10:45:00,taobao
O000050,U000051,P000126,轻氧旅行用品旗舰款,C10,旅行用品,1,248.00,2026-01-05 20:33:00,search
O000051,U000088,P000161,轻盈家居日用旗舰款,C04,家居日用,1,160.00,2026-01-05 08:33:00,douyin
O000051,U000088,P000056,臻选旅行用品旗舰款,C10,旅行用品,1,443.00,2026-01-05 08:33:00,douyin
O000051,U000088,P000097,悦活母婴用品便携装,C06,母婴用品,1,123.00,2026-01-05 08:33:00,douyin
O000052,U000125,P000070,原野宠物用品套装,C08,宠物用品,1,147.00,2026-01-05 14:26:00,search
O000052,U000125,P000153,云感美妆个护升级版,C01,美妆个护,1,48.00,2026-01-05 14:26:00,search
O000052,U000125,P000139,悦活运动户外日常款,C07,运动户外,1,358.00,2026-01-05 14:26:00,search
O000052,U000125,P000126,轻氧旅行用品旗舰款,C10,旅行用品,1,248.00,2026-01-05 14:26:00,search
O000053,U000162,P000145,悦活宠物用品套装,C08,宠物用品,3,42.00,2026-01-05 19:23:00,search
O000053,U000162,P000009,云感数码配件日常款,C05,数码配件,1,295.00,2026-01-05 19:23:00,search
O000053,U000162,P000107,轻盈运动户外便携装,C07,运动户外,1,176.00,2026-01-05 19:23:00,search
O000053,U000162,P000164,臻选食品饮料日常款,C02,食品饮料,1,73.00,2026-01-05 19:23:00,search
O000054,U000199,P000092,臻选服饰便携装,C03,服饰,1,291.00,2026-01-05 23:30:00,taobao
O000054,U000199,P000091,悦活母婴用品旗舰款,C06,母婴用品,1,87.00,2026-01-05 23:30:00,taobao
O000054,U000199,P000133,悦活美妆个护升级版,C01,美妆个护,1,47.00,2026-01-05 23:30:00,taobao
O000055,U000236,P000045,云感食品饮料套装,C02,食品饮料,1,67.00,2026-01-05 20:35:00,douyin
O000056,U000273,P000026,臻选生鲜旗舰款,C09,生鲜,1,88.00,2026-01-06 10:23:00,douyin
O000056,U000273,P000151,悦活美妆个护旗舰款,C01,美妆个护,4,38.00,2026-01-06 10:23:00,douyin
O000056,U000273,P000058,原野生鲜升级版,C09,生鲜,1,44.00,2026-01-06 10:23:00,douyin
O000056,U000273,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-01-06 10:23:00,douyin
O000057,U000310,P000105,云感运动户外套装,C07,运动户外,3,142.00,2026-01-06 22:59:00,taobao
O000057,U000310,P000094,原野运动户外日常款,C07,运动户外,1,136.00,2026-01-06 22:59:00,taobao
O000057,U000310,P000098,臻选家居日用升级版,C04,家居日用,1,90.00,2026-01-06 22:59:00,taobao
O000058,U000347,P000119,轻盈宠物用品日常款,C08,宠物用品,2,99.00,2026-01-06 08:04:00,taobao
O000058,U000347,P000005,轻盈数码配件套装,C05,数码配件,1,256.00,2026-01-06 08:04:00,taobao
O000058,U000347,P000041,轻盈家居日用旗舰款,C04,家居日用,3,166.00,2026-01-06 08:04:00,taobao
O000059,U000384,P000016,原野运动户外旗舰款,C07,运动户外,4,164.00,2026-01-06 12:28:00,search
O000060,U000421,P000145,悦活宠物用品套装,C08,宠物用品,1,42.00,2026-01-06 18:41:00,offline
O000061,U000458,P000089,轻盈美妆个护日常款,C01,美妆个护,1,69.00,2026-01-06 12:16:00,search
O000061,U000458,P000111,云感宠物用品旗舰款,C08,宠物用品,2,117.00,2026-01-06 12:16:00,search
O000061,U000458,P000094,原野运动户外日常款,C07,运动户外,1,136.00,2026-01-06 12:16:00,search
O000062,U000495,P000113,轻盈旅行用品升级版,C10,旅行用品,1,483.00,2026-01-06 08:40:00,search
O000062,U000495,P000010,原野旅行用品套装,C10,旅行用品,2,302.00,2026-01-06 08:40:00,search
O000062,U000495,P000025,悦活宠物用品套装,C08,宠物用品,1,105.00,2026-01-06 08:40:00,search
O000063,U000532,P000100,原野运动户外套装,C07,运动户外,1,235.00,2026-01-06 19:23:00,offline
O000064,U000569,P000083,轻盈运动户外升级版,C07,运动户外,1,227.00,2026-01-06 23:37:00,wechat
O000065,U000606,P000042,轻氧美妆个护便携装,C01,美妆个护,4,69.00,2026-01-06 21:18:00,jd
O000065,U000606,P000158,臻选母婴用品升级版,C06,母婴用品,3,121.00,2026-01-06 21:18:00,jd
O000066,U000643,P000083,轻盈运动户外升级版,C07,运动户外,1,227.00,2026-01-06 10:02:00,search
O000066,U000643,P000105,云感运动户外套装,C07,运动户外,1,142.00,2026-01-06 10:02:00,search
O000067,U000680,P000121,悦活运动户外旗舰款,C07,运动户外,1,291.00,2026-01-07 16:46:00,wechat
O000067,U000680,P000129,云感服饰日常款,C03,服饰,1,307.00,2026-01-07 16:46:00,wechat
O000067,U000680,P000038,臻选母婴用品升级版,C06,母婴用品,1,188.00,2026-01-07 16:46:00,wechat
O000067,U000680,P000104,臻选旅行用品日常款,C10,旅行用品,1,352.00,2026-01-07 16:46:00,wechat
O000068,U000717,P000135,云感数码配件套装,C05,数码配件,1,182.00,2026-01-07 15:22:00,douyin
O000069,U000754,P000121,悦活运动户外旗舰款,C07,运动户外,1,291.00,2026-01-07 21:51:00,wechat
O000070,U000791,P000116,臻选数码配件旗舰款,C05,数码配件,1,228.00,2026-01-07 08:15:00,search
O000070,U000791,P000172,原野宠物用品便携装,C08,宠物用品,2,99.00,2026-01-07 08:15:00,search
O000070,U000791,P000152,臻选数码配件便携装,C05,数码配件,1,302.00,2026-01-07 08:15:00,search
O000071,U000828,P000062,臻选旅行用品便携装,C10,旅行用品,2,226.00,2026-01-07 10:53:00,wechat
O000071,U000828,P000049,悦活数码配件日常款,C05,数码配件,1,141.00,2026-01-07 10:53:00,wechat
O000071,U000828,P000056,臻选旅行用品旗舰款,C10,旅行用品,1,443.00,2026-01-07 10:53:00,wechat
O000072,U000865,P000134,臻选数码配件日常款,C05,数码配件,1,120.00,2026-01-07 19:31:00,wechat
O000073,U000002,P000039,云感生鲜日常款,C09,生鲜,1,109.00,2026-01-07 22:58:00,offline
O000073,U000002,P000087,云感旅行用品便携装,C10,旅行用品,4,609.00,2026-01-07 22:58:00,offline
O000073,U000002,P000166,原野服饰旗舰款,C03,服饰,1,378.00,2026-01-07 22:58:00,offline
O000073,U000002,P000130,原野服饰套装,C03,服饰,1,194.00,2026-01-07 22:58:00,offline
O000074,U000039,P000043,悦活服饰升级版,C03,服饰,1,237.00,2026-01-07 09:01:00,taobao
O000074,U000039,P000052,原野数码配件便携装,C05,数码配件,1,173.00,2026-01-07 09:01:00,taobao
O000074,U000039,P000020,臻选数码配件套装,C05,数码配件,1,252.00,2026-01-07 09:01:00,taobao
O000074,U000039,P000143,轻盈美妆个护升级版,C01,美妆个护,1,53.00,2026-01-07 09:01:00,taobao
O000075,U000076,P000106,原野母婴用品旗舰款,C06,母婴用品,1,102.00,2026-01-07 13:53:00,offline
O000075,U000076,P000057,云感数码配件便携装,C05,数码配件,1,79.00,2026-01-07 13:53:00,offline
O000075,U000076,P000150,轻氧母婴用品套装,C06,母婴用品,1,76.00,2026-01-07 13:53:00,offline
O000075,U000076,P000142,原野母婴用品便携装,C06,母婴用品,1,161.00,2026-01-07 13:53:00,offline
O000076,U000113,P000017,轻盈食品饮料便携装,C02,食品饮料,1,71.00,2026-01-07 13:15:00,wechat
O000076,U000113,P000132,轻氧家居日用便携装,C04,家居日用,1,91.00,2026-01-07 13:15:00,wechat
O000076,U000113,P000133,悦活美妆个护升级版,C01,美妆个护,1,47.00,2026-01-07 13:15:00,wechat
O000076,U000113,P000003,云感生鲜升级版,C09,生鲜,1,73.00,2026-01-07 13:15:00,wechat
O000077,U000150,P000080,臻选家居日用套装,C04,家居日用,1,148.00,2026-01-07 21:52:00,jd
O000078,U000187,P000028,原野数码配件升级版,C05,数码配件,4,158.00,2026-01-08 20:23:00,jd
O000078,U000187,P000033,云感美妆个护升级版,C01,美妆个护,2,88.00,2026-01-08 20:23:00,jd
O000078,U000187,P000050,臻选生鲜套装,C09,生鲜,1,108.00,2026-01-08 20:23:00,jd
O000078,U000187,P000149,轻盈家居日用日常款,C04,家居日用,1,110.00,2026-01-08 20:23:00,jd
O000079,U000224,P000047,轻盈服饰便携装,C03,服饰,1,154.00,2026-01-08 08:39:00,taobao
O000080,U000261,P000122,臻选运动户外便携装,C07,运动户外,1,212.00,2026-01-08 11:16:00,wechat
O000080,U000261,P000133,悦活美妆个护升级版,C01,美妆个护,1,47.00,2026-01-08 11:16:00,wechat
O000080,U000261,P000088,原野家居日用升级版,C04,家居日用,1,89.00,2026-01-08 11:16:00,wechat
O000080,U000261,P000162,轻氧食品饮料便携装,C02,食品饮料,1,73.00,2026-01-08 11:16:00,wechat
O000081,U000298,P000045,云感食品饮料套装,C02,食品饮料,4,67.00,2026-01-08 16:06:00,jd
O000082,U000335,P000054,轻氧美妆个护日常款,C01,美妆个护,1,138.00,2026-01-08 09:45:00,douyin
O000083,U000372,P000046,原野食品饮料旗舰款,C02,食品饮料,1,69.00,2026-01-08 18:41:00,wechat
O000083,U000372,P000123,云感宠物用品升级版,C08,宠物用品,1,83.00,2026-01-08 18:41:00,wechat
O000083,U000372,P000107,轻盈运动户外便携装,C07,运动户外,1,176.00,2026-01-08 18:41:00,wechat
O000084,U000409,P000071,轻盈宠物用品旗舰款,C08,宠物用品,1,144.00,2026-01-08 23:02:00,offline
O000084,U000409,P000011,轻盈旅行用品旗舰款,C10,旅行用品,1,224.00,2026-01-08 23:02:00,offline
O000084,U000409,P000085,悦活家居日用套装,C04,家居日用,1,70.00,2026-01-08 23:02:00,offline
O000084,U000409,P000010,原野旅行用品套装,C10,旅行用品,1,302.00,2026-01-08 23:02:00,offline
O000085,U000446,P000012,轻氧母婴用品便携装,C06,母婴用品,3,128.00,2026-01-08 11:31:00,taobao
O000085,U000446,P000109,悦活旅行用品日常款,C10,旅行用品,3,614.00,2026-01-08 11:31:00,taobao
O000085,U000446,P000020,臻选数码配件套装,C05,数码配件,1,252.00,2026-01-08 11:31:00,taobao
O000085,U000446,P000172,原野宠物用品便携装,C08,宠物用品,1,99.00,2026-01-08 11:31:00,taobao
O000086,U000483,P000012,轻氧母婴用品便携装,C06,母婴用品,1,128.00,2026-01-08 11:43:00,taobao
O000086,U000483,P000095,轻盈旅行用品套装,C10,旅行用品,1,577.00,2026-01-08 11:43:00,taobao
O000086,U000483,P000102,轻氧母婴用品便携装,C06,母婴用品,1,104.00,2026-01-08 11:43:00,taobao
O000086,U000483,P000108,轻氧母婴用品升级版,C06,母婴用品,1,86.00,2026-01-08 11:43:00,taobao
O000087,U000520,P000157,悦活旅行用品便携装,C10,旅行用品,1,436.00,2026-01-08 22:15:00,wechat
O000087,U000520,P000005,轻盈数码配件套装,C05,数码配件,1,256.00,2026-01-08 22:15:00,wechat
O000087,U000520,P000171,云感生鲜旗舰款,C09,生鲜,1,30.00,2026-01-08 22:15:00,wechat
O000087,U000520,P000050,臻选生鲜套装,C09,生鲜,1,108.00,2026-01-08 22:15:00,wechat
O000088,U000557,P000041,轻盈家居日用旗舰款,C04,家居日用,4,166.00,2026-01-08 20:20:00,taobao
O000088,U000557,P000168,轻氧服饰升级版,C03,服饰,1,368.00,2026-01-08 20:20:00,taobao
O000088,U000557,P000130,原野服饰套装,C03,服饰,1,194.00,2026-01-08 20:20:00,taobao
O000089,U000594,P000027,云感宠物用品便携装,C08,宠物用品,1,96.00,2026-01-09 10:05:00,offline
O000089,U000594,P000138,轻氧数码配件升级版,C05,数码配件,1,150.00,2026-01-09 10:05:00,offline
O000089,U000594,P000015,云感母婴用品套装,C06,母婴用品,1,128.00,2026-01-09 10:05:00,offline
O000090,U000631,P000030,轻氧家居日用套装,C04,家居日用,1,106.00,2026-01-09 13:28:00,wechat
O000090,U000631,P000147,云感数码配件便携装,C05,数码配件,1,281.00,2026-01-09 13:28:00,wechat
O000090,U000631,P000080,臻选家居日用套装,C04,家居日用,1,148.00,2026-01-09 13:28:00,wechat
O000091,U000668,P000169,悦活生鲜日常款,C09,生鲜,4,42.00,2026-01-09 20:07:00,wechat
O000092,U000705,P000099,云感服饰日常款,C03,服饰,1,230.00,2026-01-09 09:00:00,search
O000092,U000705,P000026,臻选生鲜旗舰款,C09,生鲜,4,88.00,2026-01-09 09:00:00,search
O000092,U000705,P000117,云感食品饮料便携装,C02,食品饮料,3,54.00,2026-01-09 09:00:00,search
O000093,U000742,P000166,原野服饰旗舰款,C03,服饰,1,378.00,2026-01-09 15:50:00,douyin
O000093,U000742,P000122,臻选运动户外便携装,C07,运动户外,1,212.00,2026-01-09 15:50:00,douyin
O000094,U000779,P000130,原野服饰套装,C03,服饰,1,194.00,2026-01-09 16:26:00,offline
O000095,U000816,P000034,原野生鲜日常款,C09,生鲜,2,71.00,2026-01-09 16:08:00,jd
O000095,U000816,P000152,臻选数码配件便携装,C05,数码配件,1,302.00,2026-01-09 16:08:00,jd
O000096,U000853,P000129,云感服饰日常款,C03,服饰,3,307.00,2026-01-09 18:59:00,taobao
O000096,U000853,P000130,原野服饰套装,C03,服饰,1,194.00,2026-01-09 18:59:00,taobao
O000096,U000853,P000134,臻选数码配件日常款,C05,数码配件,1,120.00,2026-01-09 18:59:00,taobao
O000096,U000853,P000007,悦活服饰便携装,C03,服饰,1,344.00,2026-01-09 18:59:00,taobao
O000097,U000890,P000006,轻氧母婴用品旗舰款,C06,母婴用品,2,161.00,2026-01-09 08:19:00,search
