order_id,user_id,created_at,order_amount,status,channel,device,province,city,user_segment
O000168,U000817,2026-01-16 20:58:00,1028.00,paid,offline,windows,四川省,成都市,regular
O000169,U000854,2026-01-16 14:07:00,422.00,completed,douyin,android,河南省,郑州市,new
O000170,U000891,2026-01-16 19:52:00,243.00,paid,jd,mac,北京市,北京市,new
O000171,U000028,2026-01-16 20:45:00,1529.00,completed,taobao,windows,四川省,成都市,high_value
O000172,U000065,2026-01-16 09:54:00,858.00,paid,offline,windows,北京市,北京市,high_value
O000173,U000102,2026-01-16 15:11:00,998.00,paid,douyin,mac,北京市,北京市,high_value
O000174,U000139,2026-01-16 20:50:00,1121.00,paid,wechat,windows,山东省,青岛市,member
O000175,U000176,2026-01-16 22:40:00,1230.00,paid,offline,android,湖北省,武汉市,member
O000176,U000213,2026-01-16 10:50:00,516.00,paid,douyin,ios,浙江省,杭州市,member
O000177,U000250,2026-01-17 08:42:00,258.00,completed,taobao,mac,上海市,上海市,member
O000178,U000287,2026-01-17 21:38:00,271.00,paid,taobao,ios,河南省,郑州市,member
O000179,U000324,2026-01-17 11:13:00,1119.00,paid,search,android,福建省,厦门市,member
O000180,U000361,2026-01-17 22:11:00,659.00,paid,search,windows,北京市,北京市,member
O000181,U000398,2026-01-17 19:59:00,196.00,paid,douyin,mac,河南省,郑州市,member
O000182,U000435,2026-01-17 09:42:00,162.00,paid,taobao,android,河南省,郑州市,regular
O000183,U000472,2026-01-17 16:14:00,1211.00,paid,douyin,ios,广东省,深圳市,regular
O000184,U000509,2026-01-17 21:15:00,106.00,cancelled,wechat,android,山东省,青岛市,regular
O000185,U000546,2026-01-17 14:35:00,3320.00,paid,wechat,mac,福建省,厦门市,regular
O000186,U000583,2026-01-17 15:21:00,309.00,completed,wechat,windows,江苏省,南京市,regular
O000187,U000620,2026-01-17 22:36:00,526.00,paid,taobao,windows,北京市,北京市,regular
O000188,U000657,2026-01-18 19:57:00,1788.00,paid,taobao,android,福建省,厦门市,regular
O000189,U000694,2026-01-18 23:41:00,732.00,paid,wechat,ios,浙江省,杭州市,regular
O000190,U000731,2026-01-18 22:30:00,141.00,completed,taobao,android,北京市,北京市,regular
O000191,U000768,2026-01-18 08:49:00,1144.00,completed,search,ios,河南省,郑州市,regular
O000192,U000805,2026-01-18 19:00:00,604.00,paid,search,mac,浙江省,杭州市,regular
O000193,U000842,2026-01-18 13:07:00,96.00,cancelled,taobao,windows,广东省,深圳市,new
O000194,U000879,2026-01-18 22:21:00,314.00,cancelled,douyin,android,广东省,深圳市,new
O000195,U000016,2026-01-18 23:21:00,38.00,completed,offline,ios,江苏省,南京市,high_value
O000196,U000053,2026-01-18 22:42:00,182.00,paid,search,ios,浙江省,杭州市,high_value
O000197,U000090,2026-01-18 22:41:00,967.00,paid,jd,android,北京市,北京市,high_value
O000198,U000127,2026-01-18 22:45:00,394.00,paid,wechat,windows,广东省,深圳市,member
O000199,U000164,2026-01-19 14:54:00,1132.00,paid,douyin,ios,上海市,上海市,member
O000200,U000201,2026-01-19 23:41:00,443.00,paid,wechat,mac,上海市,上海市,member
O000201,U000238,2026-01-19 19:25:00,1396.00,paid,douyin,ios,四川省,成都市,member
O000202,U000275,2026-01-19 08:18:00,632.00,paid,offline,windows,北京市,北京市,member
O000203,U000312,2026-01-19 16:27:00,451.00,completed,offline,android,湖北省,武汉市,member
O000204,U000349,2026-01-19 08:40:00,679.00,completed,offline,ios,浙江省,杭州市,member
O000205,U000386,2026-01-19 14:07:00,643.00,paid,taobao,windows,福建省,厦门市,member
O000206,U000423,2026-01-19 08:15:00,99.00,paid,taobao,windows,浙江省,杭州市,regular
O000207,U000460,2026-01-19 15:11:00,237.00,paid,douyin,ios,上海市,上海市,regular
O000208,U000497,2026-01-19 17:19:00,684.00,paid,taobao,android,江苏省,南京市,regular
O000209,U000534,2026-01-19 23:33:00,564.00,paid,search,ios,上海市,上海市,regular
O000210,U000571,2026-01-20 20:14:00,538.00,paid,douyin,mac,浙江省,杭州市,regular
O000211,U000608,2026-01-20 11:45:00,73.00,cancelled,wechat,android,河南省,郑州市,regular
O000212,U000645,2026-01-20 20:14:00,854.00,paid,wechat,android,山东省,青岛市,regular
O000213,U000682,2026-01-20 22:31:00,88.00,paid,search,windows,上海市,上海市,regular
O000214,U000719,2026-01-20 10:08:00,2745.00,paid,search,android,上海市,上海市,regular
O000215,U000756,2026-01-20 10:58:00,1027.00,paid,offline,windows,福建省,厦门市,regular
O000216,U000793,2026-01-20 14:51:00,1056.00,paid,jd,ios,河南省,郑州市,regular
O000217,U000830,2026-01-20 18:16:00,556.00,completed,jd,windows,浙江省,杭州市,new
O000218,U000867,2026-01-20 18:34:00,81.00,paid,douyin,android,江苏省,南京市,new
O000219,U000004,2026-01-20 18:33:00,923.00,paid,wechat,ios,四川省,成都市,high_value
O000220,U000041,2026-01-20 19:01:00,157.00,paid,taobao,mac,广东省,深圳市,high_value
O000221,U000078,2026-01-21 13:50:00,99.00,completed,search,mac,湖北省,武汉市,high_value
O000222,U000115,2026-01-21 19:36:00,446.00,paid,wechat,windows,江苏省,南京市,high_value
O000223,U000152,2026-01-21 21:43:00,385.00,paid,offline,mac,湖北省,武汉市,member
O000224,U000189,2026-01-21 15:51:00,554.00,paid,wechat,windows,上海市,上海市,member
O000225,U000226,2026-01-21 08:54:00,775.00,completed,search,mac,四川省,成都市,member
O000226,U000263,2026-01-21 18:23:00,128.00,paid,wechat,mac,山东省,青岛市,member
O000227,U000300,2026-01-21 12:05:00,967.00,paid,search,android,湖北省,武汉市,member
O000228,U000337,2026-01-21 09:59:00,477.00,paid,offline,mac,福建省,厦门市,member
O000229,U000374,2026-01-21 19:06:00,256.00,paid,douyin,android,山东省,青岛市,member
O000230,U000411,2026-01-21 08:26:00,728.00,completed,douyin,mac,江苏省,南京市,member
O000231,U000448,2026-01-21 10:39:00,448.00,paid,taobao,ios,江苏省,南京市,regular
O000232,U000485,2026-01-22 09:55:00,105.00,paid,search,windows,山东省,青岛市,regular
O000233,U000522,2026-01-22 10:27:00,169.00,paid,taobao,mac,河南省,郑州市,regular
O000234,U000559,2026-01-22 19:22:00,288.00,completed,search,mac,山东省,青岛市,regular
O000235,U000596,2026-01-22 10:32:00,415.00,cancelled,offline,mac,北京市,北京市,regular
O000236,U000633,2026-01-22 11:36:00,725.00,paid,search,ios,山东省,青岛市,regular
O000237,U000670,2026-01-22 13:20:00,369.00,paid,wechat,android,福建省,厦门市,regular
O000238,U000707,2026-01-22 22:04:00,258.00,paid,wechat,ios,浙江省,杭州市,regular
O000239,U000744,2026-01-22 23:16:00,304.00,completed,offline,windows,浙江省,杭州市,regular
O000240,U000781,2026-01-22 14:10:00,644.00,paid,wechat,android,广东省,深圳市,regular
O000241,U000818,2026-01-22 19:26:00,464.00,paid,jd,mac,河南省,郑州市,regular
O000242,U000855,2026-01-22 18:57:00,88.00,paid,douyin,mac,四川省,成都市,new
O000243,U000892,2026-01-23 22:59:00,228.00,paid,jd,windows,广东省,深圳市,new
O000244,U000029,2026-01-23 19:02:00,99.00,paid,wechat,windows,四川省,成都市,high_value
O000245,U000066,2026-01-23 15:47:00,88.00,paid,search,android,河南省,郑州市,high_value
O000246,U000103,2026-01-23 14:47:00,781.00,paid,wechat,ios,上海市,上海市,high_value
O000247,U000140,2026-01-23 22:16:00,421.00,paid,offline,ios,广东省,深圳市,member
O000248,U000177,2026-01-23 20:41:00,363.00,paid,offline,mac,北京市,北京市,member
O000249,U000214,2026-01-23 15:14:00,229.00,cancelled,douyin,ios,上海市,上海市,member
O000250,U000251,2026-01-23 09:32:00,77.00,paid,douyin,android,福建省,厦门市,member
O000251,U000288,2026-01-23 14:28:00,1821.00,paid,douyin,windows,湖北省,武汉市,member
O000252,U000325,2026-01-23 20:03:00,231.00,paid,taobao,mac,福建省,厦门市,member
O000253,U000362,2026-01-23 11:58:00,106.00,paid,taobao,ios,广东省,深圳市,member
O000254,U000399,2026-01-24 19:49:00,740.00,completed,offline,mac,江苏省,南京市,member
O000255,U000436,2026-01-24 19:30:00,833.00,paid,search,ios,河南省,郑州市,regular
O000256,U000473,2026-01-24 21:23:00,193.00,paid,douyin,android,河南省,郑州市,regular
O000257,U000510,2026-01-24 19:46:00,304.00,cancelled,douyin,ios,北京市,北京市,regular
O000258,U000547,2026-01-24 16:35:00,429.00,paid,search,android,湖北省,武汉市,regular
O000259,U000584,2026-01-24 17:31:00,442.00,paid,search,ios,江苏省,南京市,regular
O000260,U000621,2026-01-24 12:20:00,785.00,completed,jd,android,上海市,上海市,regular
O000261,U000658,2026-01-24 14:50:00,591.00,paid,search,android,江苏省,南京市,regular
O000262,U000695,2026-01-24 12:36:00,496.00,paid,wechat,mac,山东省,青岛市,regular
O000263,U000732,2026-01-24 17:36:00,716.00,paid,jd,android,河南省,郑州市,regular
O000264,U000769,2026-01-24 22:38:00,277.00,paid,taobao,ios,广东省,深圳市,regular
O000265,U000806,2026-01-25 13:51:00,1426.00,paid,jd,android,河南省,郑州市,regular
O000266,U000843,2026-01-25 13:06:00,1357.00,paid,wechat,mac,福建省,厦门市,new
O000267,U000880,2026-01-25 13:32:00,825.00,paid,search,windows,四川省,成都市,new
O000268,U000017,2026-01-25 18:38:00,592.00,cancelled,search,mac,河南省,郑州市,high_value
O000269,U000054,2026-01-25 23:17:00,144.00,paid,wechat,mac,福建省,厦门市,high_value
O000270,U000091,2026-01-25 22:08:00,191.00,paid,taobao,mac,福建省,厦门市,high_value
O000271,U000128,2026-01-25 14:37:00,378.00,paid,wechat,ios,江苏省,南京市,member
O000272,U000165,2026-01-25 15:59:00,302.00,paid,offline,ios,浙江省,杭州市,member
O000273,U000202,2026-01-25 19:30:00,471.00,paid,search,mac,山东省,青岛市,member
O000274,U000239,2026-01-25 15:21:00,142.00,paid,offline,windows,山东省,青岛市,member
O000275,U000276,2026-01-25 16:53:00,180.00,paid,taobao,ios,四川省,成都市,member
O000276,U000313,2026-01-26 20:22:00,499.00,paid,douyin,ios,上海市,上海市,member
O000277,U000350,2026-01-26 23:27:00,69.00,paid,taobao,windows,福建省,厦门市,member
O000278,U000387,2026-01-26 17:05:00,395.00,paid,jd,mac,河南省,郑州市,member
O000279,U000424,2026-01-26 13:09:00,188.00,completed,jd,mac,上海市,上海市,regular
O000280,U000461,2026-01-26 10:52:00,993.00,completed,offline,ios,福建省,厦门市,regular
O000281,U000498,2026-01-26 10:42:00,82.00,paid,jd,windows,山东省,青岛市,regular
O000282,U000535,2026-01-26 14:38:00,238.00,paid,offline,android,上海市,上海市,regular
O000283,U000572,2026-01-26 20:39:00,98.00,paid,search,ios,四川省,成都市,regular
O000284,U000609,2026-01-26 16:59:00,646.00,paid,offline,windows,浙江省,杭州市,regular
O000285,U000646,2026-01-26 23:38:00,302.00,paid,search,mac,浙江省,杭州市,regular
O000286,U000683,2026-01-26 13:48:00,288.00,paid,offline,windows,湖北省,武汉市,regular
O000287,U000720,2026-01-27 20:31:00,218.00,paid,wechat,ios,福建省,厦门市,regular
O000288,U000757,2026-01-27 22:41:00,805.00,paid,taobao,windows,广东省,深圳市,regular
O000289,U000794,2026-01-27 21:06:00,497.00,cancelled,taobao,ios,北京市,北京市,regular
O000290,U000831,2026-01-27 08:11:00,1401.00,cancelled,douyin,windows,浙江省,杭州市,new
O000291,U000868,2026-01-27 14:54:00,166.00,cancelled,wechat,android,上海市,上海市,new
O000292,U000005,2026-01-27 20:51:00,427.00,paid,wechat,mac,上海市,上海市,high_value
O000293,U000042,2026-01-27 21:52:00,592.00,completed,douyin,ios,湖北省,武汉市,high_value
O000294,U000079,2026-01-27 19:17:00,379.00,paid,douyin,ios,上海市,上海市,high_value
O000295,U000116,2026-01-27 22:56:00,307.00,paid,taobao,windows,河南省,郑州市,high_value
O000296,U000153,2026-01-27 21:35:00,88.00,paid,douyin,windows,河南省,郑州市,member
O000297,U000190,2026-01-27 22:18:00,323.00,paid,wechat,android,河南省,郑州市,member
O000298,U000227,2026-01-28 11:44:00,248.00,paid,offline,android,山东省,青岛市,member
O000299,U000264,2026-01-28 21:39:00,1145.00,paid,taobao,mac,江苏省,南京市,member
O000300,U000301,2026-01-28 14:00:00,618.00,paid,wechat,mac,湖北省,武汉市,member
O000301,U000338,2026-01-28 21:42:00,86.00,paid,taobao,android,上海市,上海市,member
O000302,U000375,2026-01-28 10:21:00,321.00,cancelled,taobao,ios,浙江省,杭州市,member
